trigger_len	passage_len	trial	trigger	passage	iterations	triggered_rank	clean_rank	trigger_top10	clean_top10	trigger_top100	clean_top100
4	50	21	ira bono friendship sodium	borough cognition addiction or independence adult dea ono hydrogen indications assimilation relief richer cancer cliffs reflecting because changes cancer radioactive colder summers some numbers irish evacuated celebrate corrupt sodium suffrage caesar exit bilingual ara speak	87	2.28	2744.17	99.0	2.6	100.0	16.0
4	50	22	havilland offer	soy pork tables herring tuna plenty full stew insulin thirty havilland reflects med havilland circuits wrought constant cancer nuclear iucn avon feel	53	16.75	2688.39	70.0	0.2	97.4	7.4
4	50	23	immigrated poole honourable sailed	nouveau postal spirits beef boats oder drones credible diplomacy bail supplied bowls marching pictures carrying evacuation visas sort nail lucy exploring decorated budgets awhile priorities funny defeating clade streams smelled pete soy temperate nutrition commons i genera her thick protein devoted okinawa hating sea	146	1.94	4567.31	99.4	3.0	99.8	12.8
4	50	24	interim lamps identification augusta	volcanic food canopy whereupon laughter lemon fetal lieu viva lighter seville proceeds caliphate hair sailed golf cameras summers ya feminine char helium charismatic outgoing skyscraper torpedo condom certified theatre patient rehearsal ski ocean yoga	110	5.30	3387.67	93.2	5.2	99.8	17.6
5	20	0	maturity truths brood redevelopment horses	lankan laundering contexts mist ballots arcs melee heroin drugs strong strengthen threatening dealings appeared buff lowland momma formats laid	106	1.48	5058.15	100.0	0.8	100.0	4.2
5	20	1	owns absorption accident offshore belongings	onboard taxpayers thematic heads yemen mold money stratford faster democratic saloon jim romania snout northernmost armenian valleys yerevan kerman	115	1.13	5254.32	100.0	1.2	100.0	6.4
5	20	2	doi rhymes wounds hearth insurance	structural provinces muzzle reprint copies sidewalks tell charges wee travel swam for cancer pitching talk romanized bull ops	70	1.37	2544.20	100.0	4.0	100.0	20.0
5	20	3	steamboat habsburg springsteen endings trial	mesopotamia troops aidan scissors blushing appendix harta gentlemen asleep beau vertical volga lana kissed consuming stabilized amid twinned commissioning ministries	99	1.18	3250.03	100.0	9.0	100.0	27.6
5	20	4	bridge however furthermore edmonton sedan	ph inherit montpellier possessed partnerships kind aft sights array festival edmonton continues neutrality baseball tommy dad shine psychotic walsh wolfe	137	1.18	4526.59	100.0	6.8	100.0	19.6
5	20	5	footprint liability luggage taxa medications	repairs martian utilities reproduce deposited uci standing midway champion doctrines vita poke internacional kinda showers westbound hadn congresses namely towing	140	1.15	4861.78	99.8	7.6	100.0	19.2
5	20	6	geologic ioc absorption dubois	auf erosion purposes dubois ancient hold carbonate notified different stylistic orbits dub helped talking assemble severely additional habitats that	88	4.90	4546.25	96.0	0.4	100.0	5.6
5	20	7	oils reign elimination developmental rca	ganga dancing floppy laughter aqua eggs reign toast purple boo wig nord dye netflix throne flowers nausea richmond imposing	103	4.35	3358.23	94.6	1.2	99.8	12.8
5	20	8	defect aisle rental damage bmw	dash lutheran onion glenn spruce develop tiger eponymous actor hash undercover phrases compliance draught tires fei luckily aground electronic screwing	132	1.07	5022.69	100.0	6.8	100.0	18.0
5	20	9	graves municipality courthouse sar valor	residue yielded carriage fairs filter prima beat hosts reliable proportions dated lash stating establishments localized sack congratulations deserves kaladin tomb	133	2.85	5028.97	96.6	2.2	100.0	10.2
5	20	10	reflecting retention jimi withdrawal artillery	relational bread millennia stable artillery dominates clearer jimi facilities after embarked stolen carriage touches authorization hendrix parapet	87	1.77	4445.38	99.4	0.0	100.0	3.0
5	20	11	ho trauma insurance witnesses enjoyment	treatment halls patch stimulus fisheries episcopal fake metacritic bowman merry kind foreigners certainty rally usual generations connected kaplan	86	1.76	4619.37	98.4	0.6	100.0	3.2
5	20	12	zip outcomes assets accidents bmw	caste substantive maj dax merits internal weapons hereditary greedy diameter generally tests tribes holland sheet bunny railways aero bark	96	1.02	4482.93	100.0	0.8	100.0	5.2
5	20	13	media hosted boardwalk tito publisher	indeed friars girlfriend congratulations place romantic ranks fest totaling pods chairs circling gray docked grease domed	77	2.00	3602.76	99.2	1.6	100.0	8.2
5	20	14	patented chemistry chemotherapy dunes	thru electrons ul dunes rib classified chemotherapy without precipitation rank homosexual verge	49	10.29	3667.18	75.0	0.0	99.0	1.4
5	20	15	detective condo busted availability cancellation	deserve turnout already laos polls compare detective allegations ace metaphysical conway arbor along whose voiced sailor	64	2.69	4624.05	99.0	0.6	100.0	5.2
5	20	16	copyright enrollment romney	opium kiel mild see royal who gotten aug hormones salvador soup firefighters automatically ups romney tubes partially thick	81	1.92	2638.84	98.6	2.2	100.0	14.8
5	20	17	integer cells highways	tribal et alike italiana civilization princes transportation nothin uss galaxies go cubic integer delhi digit before amid quarters	68	7.39	4561.85	84.6	1.0	99.6	7.8
5	20	18	kissed santana otis soccer	commune humidity kiss census normandy du assassin goodwill adjusted continue iraq crisis current observation jose presidents deter weddings off	82	4.07	4156.92	95.0	1.6	100.0	11.6
5	20	19	scuba amenities inaugurated pga undertaker	provence canned ballot cancer rings groundwater etc nobility pbs nothin golf reading introduce tons stuff disposed prostitution	88	2.78	4448.52	99.0	1.6	100.0	6.8
5	20	20	realise nm tara royalties avon	drilling takes rich avon tara alternatively replacement reliable start amnesia royalties cancer	41	8.22	3382.41	83.8	0.0	99.2	1.4
5	20	21	inland insurance yugoslavia livery median	repairing passage mount clare advances patriarch radiation inference starr elementary arose faster precipitation galen quantities liv animals flower	87	1.21	4852.79	99.8	0.8	100.0	6.2
5	20	22	glove mandela spectrum jubilee carpet	math suspicious death downstream immune damage drove rapidly moderator peppers illustrated article parts mandela gauge orderly talents whose substantive	91	1.34	3486.07	99.8	3.2	100.0	13.2
5	20	23	treatment scratched copeland bath	deformation sighted rumble rican hair including vegetation horseback pmid factory mutant ladies jolly goddess robb bath watched shrines aleksandr	101	6.33	4661.29	93.8	1.6	99.2	9.2
5	20	24	wingspan astoria diamonds	thor influence diamonds marina crews flown museums alike reserved vulture favorable ju shells deaths cancer	55	11.42	3305.61	82.0	0.4	99.0	9.4
5	30	0	cured chartered necessitated presided engined	breathing rain presided reintroduced faster msc tended paranoia politics further happens monarchs reminded roger whale wikipedia temps super tourist scandals dated because sinatra fishing airline crap ned	100	1.32	4500.18	99.8	3.4	100.0	13.0
5	30	1	landfill adults taxa injuries investments	khyber alteration liberals broadly battalions menace oriented illustrations berg tor mollusk vigor nato flood exploded inside tomorrow thee perfect outrage tens educators gear faster silicon instructors station kettle dei	150	1.02	3536.00	100.0	2.4	100.0	15.2
5	30	2	province injuries probation discovery	jedi catcher judicial rpg suitable ob temperatures neglected cans maze demonstrations golf amnesty detective wider coaster glasses thumbs royalist humor hms ethical teacher motions	75	6.21	4010.24	91.6	0.4	99.6	4.6
5	30	3	fired clicking selections stat smoked	relaxation bring laughter battlefield crazy numbers add grill scroll onto lavish chairs weddings wishes round sent doctors spelled reagan breathing eucalyptus	79	2.01	2961.38	99.4	2.2	100.0	15.8
5	30	4	rhine again origin ware astronomical	reactor populations blasting weaponry smell permit orbits regions bulk temples uber arsenic hero playing off ira distrust restricting budgets mice badly nature riot	82	4.65	3710.80	93.4	1.2	99.8	9.6
5	30	5	echo headlined volta asleep liege	royalist caspian pot illness pitchfork barker amid sleep symphonies blanco nazi defence hitler soaked volta theater s representative cancelled lie authored careful	84	1.72	4105.25	99.8	0.2	100.0	4.4
5	30	6	doping sculpture dose official gambling	bedrooms magistrates dal amid doping mushrooms solar ballet cum swam flight rock tablets conserved before promotion encouraged discipline	54	6.96	2546.02	81.6	0.0	100.0	9.2
5	30	7	synonym apical colts articulated prix	mud gothic serie whereas possess breed amazon basin ancestor vigor definite rhythm grants chewing whose olivier deutschland whose white dam walls entered horse synonym americans arrivals flew fleeing	116	1.11	4358.36	100.0	1.0	100.0	10.0
5	30	8	handball offerings secrets horace	floats environmentally tell horace predictable picturesque rig cappella jax has bloody lunch considering directly tidy equestrian congresses pour forge forthcoming budgets nor ye certificates eat stir julius	92	1.78	4403.69	98.8	1.8	100.0	8.6
5	30	9	tanned odds deposit reporters	greenhouse sumo ballots warm arranging pavilion philadelphia banks thoughtful insulin handicapped shelters protected shakes violence bets plus backstage lasers cozy	79	2.70	2687.07	98.8	1.6	100.0	12.8
5	30	10	fossils tombstone omnibus doping burial	prove public bridges badly tombs zen unstable discharged near bree persons preceding hydrogen scandal obtained niger borrowed modify strict reflected drunk badly fast cicero watering graves et comune	97	1.32	3627.48	99.8	2.6	100.0	14.4
5	30	11	asiatic medicare automobiles geologic whitley	designer lighted fires reconciled seat easy retaining https tully sheets preserves diseases ignition horse reorganization governorate clive sesame daryl electric soaked yourself beit scholars included cloud et noir nor	151	1.81	3772.29	100.0	4.2	100.0	17.0
5	30	12	justice insurance gastropod incidence fireplace	galactic castes companion romani daemon periodicals isle decidedly amid wounded workshop wagon colors among assert roaring converting crying meyrick wasn something bill sherlock heard lei headlines new carbon shaft	141	1.11	4302.79	100.0	1.4	100.0	8.8
5	30	13	geologic viking continue boardwalk healing	altitudes viking interred amid weathered connections waived fascinating nausea altered handsome nico gained weight judicial drugs pot bull dial diagonal nitrate pink med	83	1.99	3787.76	99.0	1.4	100.0	11.4
5	30	14	rex skeletons taxa vibe augusta	lankan rice tables neptune temperate alerted augusta cops stir triangle generic mouth safer reid outsiders dated sheep pete news hardest roots translate colleges anymore bounds	80	1.87	4632.22	99.2	0.8	100.0	7.4
5	30	15	defended stats olympic attorneys ashore	insect mice stabilized omega ix reproductive nadu strengthen mice settings downloaded indy jp newspapers preceding sometime victorian valleys stormy storms helmets scenes perpendicular copper greenish delegation outlawed	120	1.22	3586.89	100.0	6.4	100.0	22.4
5	30	16	havilland floor engined bethlehem purchased	monarchs extended sporting alpine piles sound tragic airports attract scrutiny becomes clipped reforming mary shortened how nickname cool hydro rotten tudor aircraft	73	2.21	3228.55	99.4	0.8	100.0	12.0
5	30	17	oral composed erection copyright vatican	iain majority throne lyon ultimately naturalized pius rom tits enough wild drummer gareth eireann peace fitz niall hague labels mel aviator pour partly moderator gigantic composition frescoes housed canons	148	1.09	4145.84	99.8	7.2	100.0	22.0
5	30	18	bankruptcy drums vinyl asbestos templar	sur despite drum rose revival popularity inland boring cover magazines included forgive beloved lunch environmental bars expressed pyramid trolley basilica debris dared zodiac rue chopin depicting terrorism panels murderers	125	1.49	5740.63	99.8	0.8	100.0	3.8
5	30	19	parallels spoken thereof accidents insurance	sao safer liv gaddafi gael hadn groups mac bismarck faith swamp tierney laughter rhythm corps pork speed marital income plain contrary kings zheng pilasters takeover gdp modeling nutrition hottest	149	1.15	4113.20	100.0	0.6	100.0	8.8
5	30	20	hd loft deposition rack academie	exemplary sheds shaved mma palatinate esa regained deposition employed erect merry reserves nor sulfur furniture pigment extreme afi recorded apostles speeches unless ledge fia necessarily	83	5.34	4929.62	90.6	0.8	100.0	5.8
5	30	21	broadway hiram cents sand kansas	crap sulfur properly july kangaroo rattle gambia bye retire rat riches broadway prejudice electronic morrow revival approved cents contracting doctors throughout	62	8.17	3700.38	75.4	0.0	99.6	7.0
5	30	22	filing provinces lyrical nellie iran	nellie got enough nerve diet laughing ara crescent explicitly tubes shell jealousy ballots symmetry slips interstate barack noisy hadn monks christy required equal justices tight	84	1.57	4303.22	99.4	0.8	100.0	10.6
5	30	23	province geologic apostolic mitchell savings	floated alter regal begun societies currency indoors solar symmetry plants receiving food wc accommodations conserved apostolic pontifical jungle incredible shops ample korean chinatown prophets dream spaceship cheaper	87	2.71	4518.66	97.8	1.6	100.0	10.6
5	30	24	provinces ajax deposition priesthood duane	csi pottery armies drum duane doc duane arrow action festival dim some deeper sprawling supplemental pot fires bois wilderness settings juan enzyme hydrogen rich gradient molecules	111	1.03	4154.72	100.0	4.8	100.0	17.6
5	40	0	seconds discovery boardwalk celtic sponsor	spa speakers smelled clasp locker soft chronology noises reform arms cancer toxic backdrop reformer storylines interesting celtic kings zoom courses filming exposure elevator smoking rodeo drones showing	83	1.12	3202.37	99.8	3.8	100.0	15.6
5	40	1	archaeological amongst commenced paperwork seconds	specialised rocked abbey pius francais enough authorship audit crap tenor juris rankings wholly influx racism var maneuvers laid breadth peace electron things ambulance coastline science reactors professors uncle pagoda atop futuristic flanked with donetsk	123	1.14	4925.56	99.8	2.8	100.0	11.8
5	40	2	foe whatever million kannada teammate	genetically kannada breast lives satellites crab bears glaciers vegetarian ribs warming welsh hydrogen observations yep bias gym leagues tricky apt tune taluk goes cabin altitude	67	3.26	3103.62	97.8	0.2	100.0	5.4
5	40	3	job province uci doping smoking	bullshit radiation viruses cycling chapels hotels beautiful spectators gallo mansions meditation heads nausea add rank actress tablets stat cha dorm royalist countryside hero pr money euros entertained medina	87	2.24	3442.85	99.8	1.2	100.0	12.0
5	40	4	cubic vowed elimination historia storylines	oblast relaxing panels ipod coffee nascar outdoor genre pod colored racer boats mini snacks sesame microwave pink colder statues wearing log astronauts bandages alejandro firth letters excavations recordings ceilings despite towering fathers where	112	1.05	2797.26	100.0	9.2	100.0	28.2
5	40	5	bruises storyline tombstone siam	nonsense chains lacking cord disposed crowned pumpkin consisting straps sudan unacceptable refer tay arranged emerald pac siam dante engages intercourse faa partly connected calm caledonian mania during indies morals fugitive radiant	84	2.00	4438.42	99.4	1.4	100.0	10.6
5	40	6	editorial buy join reconstruction	skip enrichment gallons awkward radiation depth bravo ochreous helium bigger hooks matilda bop amid taxis museums stocked halves tens mausoleum animal	59	2.86	2290.07	97.6	1.4	100.0	16.2
5	40	7	probation recipe leaf nwa	operatic carpet scary radar deputies rotting enclosure stove olympics scent sumo pot cancer temperatures lighting handsome fruit restructuring shots explosions displacement electrons clinical	69	3.32	2793.31	97.0	2.6	100.0	15.2
5	40	8	hid standard argus nbl boardwalk	jurassic buffer pot course direct rounds archival retire greenhouse seasonal dozen faso ensembles chargers distracting badges consistency particularly vip camera peers cars wooded neat hue elephants ono apes volcanoes mascot	103	2.28	3273.99	99.4	3.4	100.0	16.4
5	40	9	dating clad tablets outlet sources	condo charging boats weddings indoors peek forensic monasteries inscriptions including tablets dated preserved bear sloppy clubs donors monuments vegetation vegetation crowds vhf peaceful surfer libre amid incredible boating wilderness epa tae flyers spare	100	1.98	3647.41	99.4	2.6	100.0	11.2
5	40	10	laying mage ngc paso augustine	rotary collapsing cult q coffee cities nor backlash voting hopkins conditioning sheds die extinction scandals stocked gambling bread chips goats vaguely straw forgiveness glasses blur worth ngc pools rouge candles with	82	2.12	4016.86	99.6	2.8	100.0	11.6
5	40	11	alexander adopted attic nba eel	titular whom parades god tended orbits attic recover kingdoms societies unless ballads find eh compositions eel presbyterian seminar labs draft summit basket indicating token brace usher freely century morning python notification	96	1.28	3699.14	100.0	3.2	100.0	15.4
5	40	12	branded infused lyrics arenas amongst	flows boardwalk amongst spawn mph blended singers oppressive drama airports museums cities bald sunny mourning weddings hates silence hush rebellious expeditions niccolo snow laying was desert skier prosperity footing expensive territorial alter spectrum	97	1.49	4548.72	99.8	2.4	100.0	12.2
5	40	13	magnum prosecutors therapy hospitality salamanca	saul sulfur cutting chiefly embryo vigor clerical bourbon bach weaponry medicines bullshit billion letters breast pod cancers richer defended scandal seventy bridges infectious repression ter ramp arrivals coordinator because courses demonstrations euros stayed	103	2.08	3820.44	98.0	2.2	100.0	12.2
5	40	14	inquired encompassing pioneered honourable fielded	doctoral go presidential phones crust hose kissed alias epa canonical learners piston lass musically awhile snowfall cnn copyright acacia energies steps studied restarted integrated radiation negotiations indicating kings scarce bananas hectares beaches ropes ropes reactors engage disabled quarters spoil	154	1.06	4442.90	100.0	2.4	100.0	14.8
5	40	15	juris salle gaa defence historia	treaties centred gym courses junta moved legal practical vinci irish robert orleans put speeches museums marian cite irrigation receive crowded cafes enchanted campuses honest navarre simple mystery listing nonetheless wounds sava ancient retention irish	133	1.37	4067.81	100.0	2.0	100.0	9.0
5	40	16	deposition heavyweight walkover mankind alexander	bahadur confidence relax contests royalist weren psychiatric excavations violence governments certainly budge awhile wwe epa rising heated satellites sparked mccall unionist lantern orange dana mb watt loyalist flavor incident nothin omega refers tuna	118	1.62	3957.46	100.0	3.4	100.0	15.6
5	40	17	sbs aka affiliate deposit hindwings	commune radiation handel museum scout ethanol faith merits etc privacy appreciate cancer eyebrows hooks breast annexation cycles unicorn altitude	55	11.47	2991.44	76.8	0.6	99.0	5.2
5	40	18	golf yugoslavia fender flanders expeditionary	doctors trials cambodian congresses lev yielded symbolism surrounded opener rifle grenades description cell descriptive application church siam indochina province finalized numbered table imposing publication cool guys melodies letters brisk pray sunni watered format buck slayer ebert	115	1.20	4326.89	100.0	4.6	100.0	18.8
5	40	19	persons veins hendrix elemental riaa	radiation volunteer clergy blood cited seizures diet biographical jimi runners battery stalls kill destroy bombings abortion atomic systematic zero certainly substantive sequences legally wal elephant queen epa pool swelling prisoners	91	2.24	4050.59	98.8	1.4	100.0	7.2
5	40	20	chartered losses expulsion coach	sir tea candles fewer explosive classroom hydra pudding tails lithium wars pale steak although coffee springs papa displacement until cancer raises study pounds modest burn lean sri chairs nap	85	2.92	3643.31	97.4	2.8	100.0	13.4
5	40	21	wagner raleigh tombstone goin	dinners dresses powell husbands rounds monarchs shrimp die confederate smoke safety vomiting scattered refugee chairs privacy cycles setting fairies hooks patio bass spaces amp depth open	74	2.78	2376.17	99.0	3.0	100.0	22.6
5	40	22	broker click thompson havilland sponsor	survive swirling fitted cell inward dinner bernie amounted raise helicopters altitude smoking gilded tickets epa pot wicked breast mig cadet displacement or listing richer	72	5.12	3346.32	87.0	1.4	100.0	13.6
5	40	23	testify drums deposited bc romans	seat emission planes populations graves richer tortured toxicity doubts cancer racist syrian plain bilingual fathers purge tour cannons individual armies grew nerves credibility treating drumming revolutions according	101	2.79	3888.60	97.4	1.0	100.0	14.2
5	40	24	persons fitness clicked attorneys aachen	pin concussion plush hail greenhouse swam protective rain judicial suppress solar presidency tea indices quickly detector react corners commanding retreat divisions doctors workout	75	1.82	3757.42	99.4	1.0	100.0	10.0
5	50	0	cobb vera athletic carroll securities	volcano skipping racist safer vera environmentally before threw receptor healthy detectors until nap premiere mongolian pepper coded brothel fauna fra neural wines tones holes microwave calm dinners scientology negro establishments tables pot pale	90	2.62	3426.41	97.2	2.8	100.0	13.8
5	50	1	enterprise laced hearth buffalo catholics	csa drinks worn arrests genealogical dail alive vehicles cite diocese buffalo symphonies crying volcanoes genocide cancer beauty patriarch smiling fire starvation turnout mud add diplomacy substituted hook epa raw stew ropes cool scouts rhino courtroom	91	1.57	3826.05	99.0	1.4	100.0	10.0
5	50	2	crore flashback	hockey chow hr habitat sulfur radiation kannada auditory climax submarine geek microwave cancer altitude genus	41	14.60	2463.39	63.8	0.2	98.2	6.8
5	50	3	liquids denomination myrtle butte aroma	cyrillic explosive cords absent smoky geek scent smelled floated everything slalom astronomy wild investment pregnancy pot horses swings resistant wastewater snap silk rattle snake cyrus fruit ropes cancer ferns wildlife rodeo chromosome ancestors penthouse astronomy featuring sierra panda se scrub berries drumming	150	2.63	3351.20	99.2	2.6	100.0	14.4
5	50	4	storyline truth men dating libre	maritime lighter safety junta induce caliphate whig notwithstanding freeing shifts breaking couples scrubbed ono hu decorated faces secure husband hebrew cumbria flight neatly seat hats limo aaa gender choke parks orient plaza	93	1.67	3248.25	100.0	3.4	100.0	16.8
5	50	5	trial corp luke textual equestrian	proven corrupt via filters congressional corresponds aristocratic bravery without dvd warner troops mira symphonies ono soaked annals folks gossip indictment creepy feminine illustrations spark beautifully prayer jd put travel chests thrust halls adventurous grounded farms olive food loops authentic straps attracting heavy lao barrels	153	1.16	4055.93	100.0	2.8	100.0	13.4
5	50	6	elephants beaux inducted augusta mixed	characterised suspension suspended barrels seizing jail secretly nor fabrication lay drum blows firing hypnotic tanks coupled scotch requiring occasional instrument bandits thai conservatives behaved amnesty electron antennae without flags organism pas spelled theaters frequented augusta exhibitions silva rotten aus	114	1.05	3902.90	99.8	2.6	100.0	16.8
5	50	7	sailor purpose dried dolores recipes	mediterranean sort groin kind flea palace pumping eu sob turnout hay junta pot huey please dinners tuberculosis stunning eerie barrage rained flank more diane du amid conditioned cancer health spaces chemotherapy chemotherapy raise mint salmon	92	1.47	3586.90	100.0	5.6	100.0	18.2
5	50	8	mines mine lastly whilst learners	flee put slaves random sloppy suppressed corrupted hooks regimes executed rode prisoners collectively prison coverage mine partners emphasizes bitter everybody guides noted articles whose cad reagan bearings locality nazis podium cynical tempered capitalism without doubled bourgeois mach within marx	95	1.16	4040.77	99.8	1.4	100.0	9.2
5	50	9	rex excess median doping consecrated	gu jam melt pot peerage bailey ion charge afi oxygen rich nazi wedding dinners lava elliptical respects worth kept itf healthy toad rods savanna leagues crews galleries lining marsh hog cool active backstage quarters	103	1.67	3361.68	99.8	3.2	100.0	17.4
5	50	10	attorney valor abroad hearth easier	bain tree disguised regiments thrown speakers good cricket aux bahadur rouse cleared certification one feet rain demonstration batting table hal easier bree heavy districts amid tents polling subdued https enterprise anime dangerously tells hispanic pregnant hydrogen europeans malice est aquitaine swords gao bodily nuclear troop submarine dictator genetically stallion	171	1.18	5371.96	100.0	2.2	100.0	11.4
5	50	11	nerve viewers trailed historia bengals	dogs bree bear vigorous hydrogen quarters trainers socks breast rounds spa cheered pound wire rum protein tuna blood cancer signalling genome sponsorship lucrative storage monastic worms ride ancestral amusing backup airs commuted actresses fires ages	92	1.04	3344.46	100.0	7.2	100.0	21.8
5	50	12	kingdoms substitution doherty epilogue nacional	asbestos cam quickly scrub alternating good irregular abnormalities gymnasium various hostel cops occult cameras reassuring walks liberties ipod myrtle thorough transgender canoe minus videos utterly banning dunne orders armies kingdoms hydraulic until monastic aka algebraic wealth discreet deposed grande formal afforded	148	1.57	3868.24	99.6	4.0	99.8	18.0
5	50	13	knees insurance godfrey mma elliptic	afghan vivo adults john mma academy stew spirit natural verbs eta www strongest atp jedi mall halo county guys abbreviated outta mongolia growth graphical that someplace wickets free goodnight lex vu burkina immigration because ferns targeted her strategically mummy piers pursuing prisons dressed villiers elephants indoors vinegar	183	1.02	4841.60	100.0	3.8	100.0	17.4
5	50	14	liter doi outlet tombstone writers	vineyards hydraulic crate animals cradle forty sloppy rattle fake spray barrel animal chairs safety vera flea wines finely expanse without unbelievable nguyen stomach deposited renewed territorial connections tombstone colleague percy restoration regiments promotions trip legitimate prisons	94	1.35	4324.66	100.0	3.0	100.0	12.4
5	50	15	citizenship millimetres enrollment undead expenditures	cool favorably mindanao jean homme fucking sort goo smoke allows municipalities milky thirds armies europeans speaker litres bloody drink siding war accountability suits maternity iii flavors wider superiors dc breakdown rna grows improves bushes reveal embedded lila millimetres ely weights percent nr grow inputs millimetres	162	1.00	5294.78	100.0	4.4	100.0	17.0
5	50	16	legs story leased rca myrtle	hydro mule rods pot terre sang clearly african bodies schedule ted aristocracy stories amid death maneuvers soaking astronauts astronaut goo bowls independence stroll beans crescent outdoor volcano incredible concurrency amid different emerald bucket colours wine soaring soaring life pale myrtle costumes	118	2.53	4774.01	99.8	2.2	99.8	10.4
5	50	17	optic learners enrollment excluded ordeal	substantial notification tony stripped cite on street noise talked delightful amid redundant dinners treating pregnancy interesting breast intercepted biblical cones purse mhz sporting infancy lid caesar noir tay egg diabetes lavish animal ups sausage belts canopy worth authenticity expectations	131	1.37	4144.70	99.8	2.2	100.0	9.6
5	50	18	nellie tombstone prohibition	volcanic pot overall amp forty rank dome fish substituted stronger gases complimented gentlemen dances redundant conservation smells jumping continuous brightness unesco casino tombstone perimeter overlooking where barbed desert edna boutique restaurants decorated peaceful churches	100	1.66	3187.07	99.4	4.0	100.0	21.2
5	50	19	clifton catholics tombstone offences carthage	planner beauty certified bonnet grill sumo sabine dried sulfur fruit smoked basins carrying sausage wine bounty beans restrained smells tables renewable connolly tha burial clifton vehicles unfinished banners fan wearing dj medieval bride milk top stand bits coloured waters	119	1.89	4534.32	99.2	1.8	100.0	9.8
5	50	20	cavity bethlehem penned immunity encompassing	csa gunpowder registers in talked toxin ranged sing oriental hasn lt presidents excluding bethlehem dealing apocalypse waters lots nautical paced beaches scripture sensory pools civilized geneva fishing nominally sleep logistical yang characterized flanked scrutiny triangle shop easing cite amendments	135	1.05	4665.71	100.0	1.6	100.0	11.0
5	50	21	xbox opt metal embarked musically	grande wines dressing illness jammed radiation during slightest panzer ambition darker twist darkest thyroid rock dinosaur dent plus devils fascist where row break side occasionally gym pas coffee primera ezekiel gallo hopping pot speak hole alcohol	98	1.80	4376.27	99.8	1.0	99.8	8.8
5	50	22	gut absorbing horse beaux ligand	outward plant brace inhibit cell sour chow toward millennium regulatory safari horses ligand horseshoe bullets relief shell radiation place mediated wine equestrian thin tables	74	2.33	3253.06	98.2	0.4	100.0	9.4
5	50	23	laid compete stat burial	che mess brace eyelashes mourning tub fitness skate turbines pillows swing mausoleum ceilings pretty give dress drawers flew ton alzheimer camera station thread green stuff fatal una crime registers when firefighters put legion yard mega the eu nord	97	2.67	4588.06	98.4	2.4	99.8	11.0
5	50	24	auxiliary embarked honneur procurement assam	ju recapture lieu ammunition maha cameras worth armoured warships lasers stills justice beans overture wears symbols spare salute traditions xx descend letters engages parades into stew decorated upside command glittering star nonfiction resembling fallen ropes	94	1.89	4791.59	99.6	1.8	100.0	9.6
